image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_03764.jpg,0.8537817597,0.0702616349,0.0007585711,0.0025212709,0.0009858446,0.0545813553,0.0026315318,0.0144779375
img_04696.jpg,0.4806988537,0.2871628702,0.0090062181,0.0140458792,0.0697941259,0.0275283735,0.0428705178,0.0688930452
img_04405.jpg,0.5600474477,0.0490042903,0.0116240522,0.0085086897,0.0269279424,0.1429551989,0.0473103561,0.1536220312
img_04183.jpg,0.2522554696,0.2560683787,0.0150618413,0.0398634784,0.0832557008,0.0961944982,0.0470326804,0.2102678865
img_01633.jpg,0.2514244616,0.0243883859,0.0461579524,0.0049886950,0.0429323129,0.2347721010,0.1143178567,0.2810182273
img_05960.jpg,0.1985627860,0.0828138217,0.0414039753,0.0202227961,0.0392600708,0.1586613804,0.1561012715,0.3029738665
img_02956.jpg,0.4575152695,0.0874030963,0.0177937727,0.0165675338,0.0971705988,0.0612318553,0.0372085385,0.2251093239
img_00180.jpg,0.1664886475,0.0306279119,0.0522772186,0.0107681965,0.2012565583,0.0636421070,0.0212730262,0.4536662400
img_02811.jpg,0.2841873467,0.0559916459,0.0251900833,0.0344352983,0.0413055383,0.3772910535,0.0147299794,0.1668689698
img_05341.jpg,0.6797108054,0.0366316400,0.0177120492,0.0256031621,0.0403811224,0.1411935687,0.0072230794,0.0515446179
img_06508.jpg,0.2456649691,0.0586440675,0.0124358796,0.0141535653,0.5736603737,0.0737367198,0.0068573211,0.0148471138
img_05940.jpg,0.3880132437,0.0850775912,0.1452400684,0.0175183564,0.0831419528,0.0514870025,0.0428552963,0.1866665035
img_06734.jpg,0.1389100701,0.2488174438,0.0089484816,0.0437326431,0.0058338079,0.0382539518,0.0124373073,0.5030663610
img_00046.jpg,0.6504579186,0.0190161187,0.0203214902,0.0085495701,0.2238366455,0.0132438568,0.0161344428,0.0484398343
img_06522.jpg,0.2973249257,0.1139371768,0.0070691705,0.0251810681,0.0329405554,0.1110289618,0.0191258583,0.3933922052
img_03554.jpg,0.4068847597,0.3446946442,0.0088980943,0.0162064154,0.1021933332,0.0256774966,0.0400343686,0.0554108880
img_04306.jpg,0.7099233270,0.0425752662,0.0366836153,0.0073937685,0.0636484623,0.0172395017,0.0296574850,0.0928785726
img_02726.jpg,0.5122972131,0.0424215905,0.0242038500,0.0193975065,0.0397638120,0.0724819824,0.0144421011,0.2749918401
img_01548.jpg,0.8979354501,0.0241544265,0.0045348504,0.0020364085,0.0395879485,0.0117314346,0.0026912729,0.0173281506
img_00376.jpg,0.3640857637,0.0421913899,0.0074957567,0.0240479764,0.0086160190,0.0941850841,0.1364280581,0.3229499161
img_04830.jpg,0.8103089929,0.0160593893,0.0144574055,0.0066699772,0.0919481590,0.0173114985,0.0099174343,0.0333271176
img_01495.jpg,0.4483905733,0.1483029574,0.0192335267,0.0087964386,0.0122529864,0.0756940767,0.0208898578,0.2664394677
img_03490.jpg,0.1875602007,0.3757698834,0.0102276495,0.0209472124,0.2784837782,0.0345658846,0.0277216379,0.0647236481
img_03342.jpg,0.2486651093,0.1399544477,0.0157009494,0.0284360778,0.0171981957,0.1087769046,0.2200948745,0.2211735398
img_06042.jpg,0.1068084911,0.0214532241,0.0374387242,0.0127194943,0.2761304677,0.2096722573,0.1910135001,0.1447638422
img_05548.jpg,0.5063790679,0.1641371399,0.0051459563,0.0716931447,0.0196059812,0.1659328341,0.0209747571,0.0461311601
img_01366.jpg,0.6339473128,0.0409111716,0.0104559278,0.0546028428,0.0489062034,0.1662422270,0.0060131126,0.0389211439
img_04723.jpg,0.1911165565,0.1759338379,0.0957980454,0.0343139209,0.0323916972,0.0295001622,0.0113642700,0.4295814335
img_05766.jpg,0.4729135036,0.2342399210,0.0034452926,0.0335387699,0.0028514934,0.0239978600,0.0048444304,0.2241687030
img_07043.jpg,0.1678161174,0.1506464630,0.0336963199,0.0294160973,0.2830986679,0.0640082285,0.0340548120,0.2372633368
img_05292.jpg,0.2881611288,0.0585611761,0.0301701576,0.0175452102,0.0206306130,0.1369989961,0.1265519112,0.3213808239
img_04705.jpg,0.3119051754,0.0965833589,0.1402970552,0.0307241362,0.0850351527,0.0652351454,0.0241145473,0.2461053878
img_00027.jpg,0.3062274754,0.0816666707,0.0279518720,0.0148629462,0.0208269637,0.1118148044,0.0870381817,0.3496110439
img_06021.jpg,0.1404577047,0.1372436434,0.1496292502,0.0155982459,0.0949664637,0.0256337989,0.0054138065,0.4310570061
img_00708.jpg,0.2598962784,0.0496696979,0.0096720671,0.0104908319,0.0312796235,0.2165859789,0.1430060714,0.2793994248
img_07231.jpg,0.4922223091,0.2815624177,0.0040665655,0.0601154380,0.0105485776,0.0227180719,0.0127799427,0.1159867570
img_01208.jpg,0.2013539225,0.0427208506,0.0353589021,0.0068104449,0.5609114766,0.0544908755,0.0174150150,0.0809384808
img_01505.jpg,0.0335379429,0.0161152184,0.0084108515,0.0073910360,0.8545715213,0.0523867868,0.0069457069,0.0206409097
img_07628.jpg,0.0769354329,0.0105216736,0.0052877776,0.0034142851,0.8466978669,0.0151317259,0.0082192086,0.0337919854
img_01831.jpg,0.2282566279,0.0487460196,0.0241902824,0.0221318379,0.0739153102,0.2811470330,0.0184612554,0.3031515777
img_02487.jpg,0.4486902058,0.0457156561,0.0455764830,0.0062249806,0.1212091967,0.0358889662,0.0352524184,0.2614420950
img_02299.jpg,0.2753481865,0.2341259271,0.0157708023,0.0780346990,0.0437953733,0.0698152184,0.0180951282,0.2650146186
img_06067.jpg,0.0712453797,0.0484904051,0.0960912108,0.0065076039,0.0121467421,0.0137093188,0.0048395698,0.7469697595
img_03995.jpg,0.2256358117,0.0467585288,0.0212333780,0.0026800802,0.0954320133,0.0094039431,0.0258602183,0.5729960799
img_00005.jpg,0.0515547581,0.0131027550,0.0317184441,0.0032718873,0.8376407623,0.0284868181,0.0090540284,0.0251705628
img_00484.jpg,0.4298655689,0.1170132160,0.0399536900,0.0321492217,0.0370761305,0.0359149575,0.0299986620,0.2780286074
img_06637.jpg,0.0916103795,0.0344704799,0.0382312536,0.0038103089,0.6759131551,0.0459736735,0.0097759776,0.1002148464
img_01377.jpg,0.7224970460,0.0875872448,0.0164293032,0.0170049388,0.0722403824,0.0397583544,0.0047086920,0.0397740453
img_04991.jpg,0.1516575664,0.0382073037,0.0328141786,0.0099146850,0.0339901038,0.2706229389,0.0672927722,0.3955004215
img_05222.jpg,0.5139279366,0.0133957276,0.0056372811,0.0073661716,0.2813982666,0.0890508667,0.0080412626,0.0811824426
img_01593.jpg,0.4134229124,0.1580699533,0.0206204150,0.0235199407,0.0856328681,0.0626757443,0.0238834489,0.2121747583
img_06496.jpg,0.6892483830,0.0768741965,0.0076693776,0.0080804005,0.0130403275,0.0664768741,0.0167399105,0.1218706146
img_06798.jpg,0.3116915524,0.2239163071,0.0036314970,0.0401043184,0.0125322929,0.0259488355,0.0081554092,0.3740197718
img_00119.jpg,0.0219068173,0.0103349267,0.0056067761,0.0055915527,0.8907497525,0.0487436317,0.0049958746,0.0120706884
img_00152.jpg,0.1293748766,0.1349658221,0.2018382102,0.0076735583,0.0478301905,0.0203701016,0.0229012016,0.4350461066
img_00053.jpg,0.6210181713,0.0552395619,0.0076219211,0.0268235151,0.0629358217,0.1315925866,0.0089667952,0.0858015791
img_05434.jpg,0.2944617569,0.2333406359,0.0114984140,0.1036683396,0.0900828838,0.1465937495,0.0077564525,0.1125977561
img_03929.jpg,0.2096678764,0.0361484550,0.0095298672,0.0094863037,0.0138450712,0.1915878206,0.1389144659,0.3908201754
img_07799.jpg,0.4187360108,0.0514034331,0.0376355946,0.0175990909,0.0295287240,0.2934059203,0.0068235993,0.1448676437
img_04410.jpg,0.9166925550,0.0268398393,0.0012529063,0.0065949447,0.0110529838,0.0261351746,0.0020086253,0.0094230408
img_04369.jpg,0.2502673566,0.0448016077,0.0551773869,0.0434166007,0.0172520522,0.1736888140,0.1642961502,0.2511000633
img_07528.jpg,0.8254360557,0.0266020503,0.0216461625,0.0055716080,0.0262493491,0.0255570803,0.0131457346,0.0557920337
img_00959.jpg,0.4844321907,0.0716003403,0.1015062854,0.0113374284,0.0585417189,0.0565410890,0.0611160584,0.1549249738
img_07460.jpg,0.4852990806,0.0587239452,0.0547305383,0.0434174873,0.1096188799,0.0877897218,0.0182604585,0.1421598941
img_04990.jpg,0.3270094693,0.0272318628,0.0162684713,0.0169506501,0.0334628858,0.1954237968,0.1211375669,0.2625152767
img_00172.jpg,0.0410937183,0.0084539019,0.0090462193,0.0016844879,0.8870273232,0.0117935278,0.0081451768,0.0327555835
img_05768.jpg,0.2488171011,0.0241184384,0.0105523681,0.0050080339,0.0651195869,0.2868748009,0.0506368540,0.3088728189
img_01860.jpg,0.5143072605,0.0304361898,0.0151959425,0.0252500642,0.0604304038,0.0654091164,0.0807401240,0.2082308531
img_02789.jpg,0.3730345070,0.0636745170,0.0420321077,0.0071861376,0.3703473508,0.0158028062,0.0435028970,0.0844197050
img_01561.jpg,0.0865684673,0.0326109380,0.0463391133,0.0059344317,0.5097989440,0.0567592867,0.0293418933,0.2326468676
img_02188.jpg,0.4005893767,0.0728672072,0.0337705873,0.0212766100,0.0289391745,0.1511600167,0.0711608231,0.2202361375
img_06010.jpg,0.3876982629,0.1646261811,0.0132890651,0.0322900712,0.0369392820,0.1060438529,0.0469457172,0.2121676058
img_05731.jpg,0.2315576524,0.0231425036,0.0017624892,0.0060676611,0.7072246671,0.0107822632,0.0114038205,0.0080589233
img_05095.jpg,0.4448535442,0.3761108220,0.0057812766,0.0556843467,0.0106842378,0.0698261335,0.0068882331,0.0301713813
img_07023.jpg,0.3792804480,0.0247450601,0.0431432724,0.0252208430,0.2269037813,0.0973237827,0.0243658852,0.1790169030
img_00175.jpg,0.5399360061,0.0549982078,0.0076566529,0.1015013978,0.0373701788,0.1702696085,0.0109426742,0.0773253068
img_06373.jpg,0.0823035836,0.0394927524,0.1111482605,0.0070121665,0.0225505661,0.0370871462,0.0096138949,0.6907916069
img_06097.jpg,0.2541527450,0.0788510516,0.0071831499,0.0139961755,0.0700922832,0.0980257988,0.0556713603,0.4220274389
img_02082.jpg,0.4839856923,0.0396364592,0.0548118465,0.0055106473,0.2151163667,0.0209502149,0.0546415634,0.1253471226
img_07574.jpg,0.7318475246,0.0244594608,0.0198737960,0.0036072142,0.1349533647,0.0073738699,0.0115161575,0.0663686618
img_01537.jpg,0.6459643245,0.0195342097,0.0158356875,0.0085658720,0.0130355200,0.1380679756,0.0153260678,0.1436703354
img_02209.jpg,0.4242736399,0.0520167910,0.0491389669,0.0117260991,0.0842565969,0.0865394101,0.1576525122,0.1343959421
img_01930.jpg,0.5044903755,0.0676719472,0.0216614325,0.0476630740,0.1812713593,0.1259983927,0.0076108952,0.0436325073
img_00808.jpg,0.6225339770,0.1413990408,0.0068581603,0.0482324213,0.0118202902,0.0444089025,0.0107972799,0.1139499471
img_07505.jpg,0.4997580349,0.0473023355,0.0498356782,0.0067172875,0.0433963574,0.0301499907,0.0128520196,0.3099882901
img_00590.jpg,0.3726333678,0.0595067926,0.0164347161,0.0190158654,0.0131888473,0.0414540172,0.1010445878,0.3767218292
img_05828.jpg,0.6875959039,0.0553802736,0.0597189553,0.0062314584,0.0633209720,0.0218636673,0.0253513101,0.0805374384
img_03866.jpg,0.5073931217,0.0860015079,0.0216738191,0.0336949788,0.0438246578,0.1845796257,0.0091416845,0.1136906371
img_02916.jpg,0.7483673096,0.0241095591,0.0069200643,0.0100986958,0.0272942912,0.1315028816,0.0032302130,0.0484769642
img_07237.jpg,0.4031495154,0.3010440171,0.0020087652,0.0352104194,0.0143040791,0.0399081521,0.0108248340,0.1935502887
img_02096.jpg,0.6319539547,0.0536898486,0.0306723062,0.0118612451,0.0584135167,0.0118126785,0.0391209386,0.1624754816
img_06144.jpg,0.4474803507,0.0300081652,0.0365242995,0.0062568001,0.1261302084,0.0376331657,0.0064683412,0.3094986379
img_01874.jpg,0.4386878312,0.0609881990,0.0259128492,0.0144234439,0.0529249795,0.1881190687,0.0613138564,0.1576297432
img_03896.jpg,0.7299423814,0.0467825420,0.0271891486,0.0064844019,0.0448915400,0.0269281566,0.0145687014,0.1032130644
img_02865.jpg,0.0507015549,0.0193836764,0.0071202046,0.0148383724,0.8263418078,0.0365630724,0.0130436243,0.0320076309
img_03502.jpg,0.2470429391,0.0941282883,0.0168726724,0.0683100298,0.0409461595,0.0948462412,0.1542057991,0.2836478055
img_01222.jpg,0.2101304680,0.3045884669,0.0060804556,0.0364403613,0.0346895009,0.0695565417,0.0175127368,0.3210014999
img_00765.jpg,0.3069379032,0.0190465581,0.0440236963,0.0208548475,0.0077389642,0.3370980322,0.0282882918,0.2360117882
img_02001.jpg,0.1240081415,0.0480500571,0.0142698819,0.0151723297,0.1647683531,0.2078048736,0.2072951943,0.2186311930
img_00120.jpg,0.4320056438,0.0350880623,0.0131634260,0.0125537096,0.0224457588,0.1304547042,0.1054968908,0.2487917095
img_07417.jpg,0.0565463714,0.0876005813,0.0142111033,0.0157173742,0.0107681686,0.0095931627,0.0032387080,0.8023245931
img_00398.jpg,0.3556579351,0.1157547459,0.0460131019,0.0363528319,0.1116770431,0.0528551638,0.0440485440,0.2376406938
img_06870.jpg,0.7365949154,0.1067435741,0.0038440253,0.0468486585,0.0167008024,0.0216451734,0.0085600531,0.0590628274
img_07330.jpg,0.1697326899,0.0171604436,0.0172764938,0.0028922439,0.0102175055,0.0860286132,0.1544179767,0.5422740579
img_07469.jpg,0.3585630655,0.0687708259,0.0762698874,0.0174913835,0.0799200609,0.0669743940,0.0086970590,0.3233133256
img_05236.jpg,0.3147722781,0.1040252373,0.0110079013,0.0603802465,0.0605750196,0.0766347125,0.0430905074,0.3295140564
img_05922.jpg,0.6070062518,0.1436626464,0.0039234683,0.0089494921,0.0151570337,0.1208366677,0.0160301309,0.0844342113
img_04415.jpg,0.5806431174,0.2823529243,0.0068161893,0.0292575080,0.0159254223,0.0359388329,0.0063854693,0.0426805057
img_01717.jpg,0.1922289133,0.2537074983,0.0127246743,0.0453309380,0.3274471462,0.0187960863,0.0514469780,0.0983177647
img_07304.jpg,0.6655290127,0.0792649910,0.0090156272,0.0226219464,0.0300790723,0.1102614775,0.0049202931,0.0783076212
img_07818.jpg,0.4361195564,0.3559098542,0.0076351543,0.0185146872,0.0826517865,0.0183425043,0.0359770991,0.0448493026
img_05963.jpg,0.2348395437,0.0964971706,0.0122124171,0.0389836766,0.0029543142,0.0789791867,0.0672502145,0.4682835042
img_01426.jpg,0.2987024486,0.2684766948,0.0224523023,0.0420443527,0.0764995813,0.0543907583,0.0333740711,0.2040598243
img_06783.jpg,0.4480825961,0.0277809221,0.0167437959,0.0176725145,0.0125010377,0.0955685079,0.0953572989,0.2862932980
img_02076.jpg,0.1832470745,0.3824770749,0.0084519833,0.0105097480,0.0149073722,0.0189562216,0.0255314056,0.3559190929
img_05439.jpg,0.4429495633,0.0386400223,0.0152238877,0.0410291292,0.0710852668,0.2394759655,0.0083434274,0.1432527304
img_06412.jpg,0.2011926621,0.0328310989,0.0441416241,0.0118897157,0.0881861448,0.1384204775,0.1655374914,0.3178007603
img_04310.jpg,0.5240008831,0.1276561022,0.0169850122,0.0605605878,0.0214619953,0.1573824883,0.0055720340,0.0863809511
img_05721.jpg,0.1596605182,0.0986918584,0.1523090601,0.0247479286,0.0697252229,0.0604634695,0.0209177416,0.4134841263
img_07199.jpg,0.5062236190,0.0387650765,0.0271749366,0.0546612106,0.1278102398,0.2113784403,0.0093220370,0.0246645361
img_05754.jpg,0.0989971086,0.0290522743,0.0909645557,0.0066661253,0.2601299584,0.0965798795,0.1336179972,0.2839920819
img_01379.jpg,0.6765260100,0.0884653255,0.0062351036,0.0343957990,0.0300369859,0.0967470333,0.0056956862,0.0618981011
img_01688.jpg,0.2544058263,0.0440746956,0.0248858128,0.0082676718,0.0744714215,0.2198213339,0.0767832771,0.2972899973
img_05989.jpg,0.8893080354,0.0272847768,0.0059890137,0.0061033987,0.0212789904,0.0285010282,0.0012030137,0.0203316752
img_07146.jpg,0.4890122414,0.0865665004,0.0124164457,0.0147968708,0.0855105147,0.0607519411,0.0307661835,0.2201792747
img_06440.jpg,0.2148805112,0.0431855209,0.0645564869,0.0202796739,0.0580365062,0.2885450125,0.0815895274,0.2289268225
img_07375.jpg,0.2575540245,0.0353529304,0.0272287037,0.0070296233,0.0837169811,0.2264614254,0.1207209602,0.2419353575
img_04661.jpg,0.4533897340,0.1676818579,0.0022254980,0.0364373885,0.0408663340,0.1529007703,0.0114407828,0.1350576729
img_06099.jpg,0.3129323423,0.1723432392,0.0145477885,0.0272619966,0.3390276730,0.0212429315,0.0203006547,0.0923433527
img_07314.jpg,0.0347622596,0.0240810532,0.0226533562,0.0051290053,0.0071508274,0.0054721353,0.0050269025,0.8957243562
img_05244.jpg,0.4709754884,0.2574374974,0.0032142084,0.0351862200,0.0183402654,0.1207297817,0.0075842403,0.0865322426
img_05908.jpg,0.1131212786,0.0105716446,0.0249624550,0.0020691212,0.7379294038,0.0654378161,0.0078727836,0.0380355716
img_07700.jpg,0.2073295563,0.0731071904,0.0373344980,0.0231565628,0.1112159118,0.2633042634,0.0428055190,0.2417465895
img_04324.jpg,0.6518730521,0.0389102288,0.0289649237,0.0100993523,0.0892599300,0.0767298937,0.0072455243,0.0969171524
img_05835.jpg,0.6517972350,0.0661689863,0.0146316616,0.0282998737,0.0244885068,0.0706542209,0.0077662766,0.1361932904
img_07086.jpg,0.2703648806,0.1597628444,0.0172015745,0.0286894310,0.0964326337,0.0695560053,0.0253527109,0.3326399326
img_03422.jpg,0.2975604534,0.0708711222,0.0293914322,0.0356250070,0.0557752252,0.1967563480,0.0121722529,0.3018482029
img_03831.jpg,0.0156720448,0.0278228074,0.0548392721,0.0021317955,0.0121403439,0.0039107786,0.0037909392,0.8796920776
img_06909.jpg,0.5808878541,0.1033114716,0.0070581813,0.0312179644,0.0244464725,0.1110597029,0.0070269969,0.1349913478
img_00598.jpg,0.5743758082,0.1218860373,0.0096730432,0.0238296520,0.0595233701,0.1154486537,0.0120623382,0.0832010433
img_02857.jpg,0.5375027657,0.1265770942,0.0090104481,0.0198688339,0.2486993074,0.0165118258,0.0099163661,0.0319133736
img_00798.jpg,0.4616605937,0.2668400705,0.0064825150,0.0385448597,0.0252435077,0.0962591693,0.0114028826,0.0935664475
img_06921.jpg,0.5748663545,0.0560800321,0.0181822795,0.0159561262,0.0723296776,0.1008457765,0.0138306757,0.1479091197
img_03290.jpg,0.1130779460,0.0369275846,0.0165118445,0.0102107478,0.0256424006,0.0930483267,0.1085946038,0.5959865451
img_04559.jpg,0.1465713829,0.1588440090,0.1097614095,0.0148073658,0.0507507958,0.0300268810,0.0057197232,0.4835184515
img_04001.jpg,0.4573168755,0.2900235653,0.0058190427,0.0645005926,0.0160636138,0.0512624644,0.0088842101,0.1061296985
img_07859.jpg,0.0327905566,0.0112692555,0.0059747049,0.0036859445,0.8977480531,0.0330532305,0.0051723202,0.0103058359
img_01724.jpg,0.7279594541,0.0113379592,0.0132629042,0.0076326313,0.0290591568,0.0698357746,0.0101331016,0.1307790130
img_01632.jpg,0.6650896668,0.0595391952,0.0237175580,0.0274506528,0.1240089908,0.0425121672,0.0035823730,0.0540992878
img_02282.jpg,0.0431663804,0.0636051223,0.0092975264,0.0039254013,0.0063526393,0.0087686246,0.0101834675,0.8547008634
img_00272.jpg,0.5751522183,0.0562446602,0.0122141093,0.0217065681,0.0492166989,0.2039447576,0.0048212181,0.0766997561
img_00620.jpg,0.8177424073,0.0374340452,0.0029957090,0.0096927313,0.0379781611,0.0807740316,0.0013843804,0.0119984290
img_06914.jpg,0.1368889660,0.0196522679,0.0058835479,0.0057346034,0.7756895423,0.0417828299,0.0085225729,0.0058458098
img_03992.jpg,0.1315033585,0.5136970878,0.0053688963,0.0137657495,0.0401170440,0.0130198626,0.0218971651,0.2606308460
img_07278.jpg,0.6539644599,0.0653283820,0.0094312467,0.0055633555,0.1427882761,0.0123193068,0.0289797168,0.0816253498
img_01213.jpg,0.4783163369,0.2022083551,0.0081790956,0.0169471335,0.0122779720,0.1488311887,0.0237576384,0.1094822660
img_04856.jpg,0.6617205739,0.0399894714,0.0070120082,0.0386115499,0.0316446461,0.1604924053,0.0057744947,0.0547548197
img_03082.jpg,0.4167962968,0.2683497667,0.0062727784,0.0960239097,0.0122325458,0.0188754927,0.0131776435,0.1682715863
img_04554.jpg,0.6077813506,0.0930818394,0.0109957093,0.0282826293,0.1452430338,0.0254096072,0.0076226355,0.0815831423
img_04321.jpg,0.6226080060,0.0505709350,0.0126450369,0.0102079315,0.0864033476,0.0795783624,0.0284920875,0.1094942763
img_02235.jpg,0.1438351125,0.0180623401,0.0151169198,0.0041128290,0.0812605917,0.1829649061,0.0845199004,0.4701273739
img_02565.jpg,0.1288272291,0.0526543818,0.0308088493,0.0173590686,0.0849315003,0.2254502922,0.1601052880,0.2998633683
img_04752.jpg,0.5115812421,0.0789742544,0.0117509877,0.1107479706,0.0460764170,0.1621283293,0.0071872161,0.0715535805
img_03996.jpg,0.4953312576,0.1407867819,0.0052828654,0.0435601659,0.0106151858,0.0586448945,0.0195588712,0.2262199074
img_07872.jpg,0.5090078712,0.0715115890,0.0487222709,0.0067284829,0.1376846433,0.0482328869,0.0325614363,0.1455508620
img_07103.jpg,0.4063028395,0.3270553052,0.0109298201,0.0190877933,0.1241084337,0.0241386052,0.0414669998,0.0469101705
img_05584.jpg,0.5392329693,0.0774469078,0.0195953567,0.0340353698,0.0288822446,0.1249132231,0.0047349972,0.1711590141
img_05016.jpg,0.3211231530,0.0218047351,0.0642498136,0.0087901391,0.1889726073,0.1013290286,0.0631707981,0.2305596918
img_03945.jpg,0.3063354492,0.0213397592,0.0586915128,0.0099038249,0.0290132631,0.1981203705,0.0715648606,0.3050310314
img_03199.jpg,0.4755299091,0.1659247279,0.0162762925,0.0344767682,0.0531869195,0.0548635982,0.0482822768,0.1514595896
img_01918.jpg,0.3152787387,0.2223421186,0.0137946820,0.1537258774,0.0207776353,0.0488849767,0.0189189594,0.2062769979
img_06401.jpg,0.6156990528,0.0832302049,0.0263431948,0.0180507675,0.0225543380,0.0646621957,0.0098330220,0.1596271843
img_03231.jpg,0.5521094799,0.0319055617,0.0168831442,0.0234087240,0.0562244542,0.1769084334,0.0063359928,0.1362241656
img_06800.jpg,0.3745211363,0.1399311572,0.0106434124,0.1860574037,0.0453810282,0.1302358955,0.0051041455,0.1081259325
img_04675.jpg,0.3682100475,0.0985071287,0.0750526115,0.0103143668,0.0267230626,0.0577269495,0.0115855299,0.3518803120
img_04629.jpg,0.3227615356,0.0311574992,0.0304699000,0.0231284499,0.4429150522,0.0394521989,0.0257662535,0.0843491256
img_02703.jpg,0.2605979741,0.0277326982,0.0397381037,0.0117359823,0.1924991608,0.0753294006,0.0273411274,0.3650255203
img_02974.jpg,0.4778324664,0.0243178774,0.0243172292,0.0113820517,0.3577351868,0.0298405793,0.0105497949,0.0640247539
img_00417.jpg,0.4830395877,0.0398300588,0.0110586509,0.0046158205,0.0198658984,0.0484637283,0.0621516109,0.3309746981
img_06684.jpg,0.7930875421,0.0951315239,0.0013102897,0.0033397207,0.0245430339,0.0602946244,0.0027505571,0.0195427258
img_02602.jpg,0.8398004174,0.0227796882,0.0019741280,0.0039244290,0.0210439172,0.0877122357,0.0018911780,0.0208739173
img_05615.jpg,0.7229757905,0.1063100174,0.0050867721,0.0115615642,0.0625550672,0.0055162446,0.0078275306,0.0781669989
img_00302.jpg,0.3024428785,0.0445226394,0.0137496507,0.0140134254,0.0205586627,0.1406991631,0.3016798794,0.1623336524
img_05479.jpg,0.8199414611,0.0459325314,0.0030668003,0.0086011859,0.0109050041,0.0663905665,0.0083251251,0.0368373729
img_01289.jpg,0.4098184109,0.0400030054,0.0353534780,0.0076989667,0.0725364164,0.1493039727,0.0589844845,0.2263012677
img_03628.jpg,0.6763376594,0.0146594970,0.0363739021,0.0031628527,0.0407134108,0.0264104363,0.0097410725,0.1926010698
img_07060.jpg,0.1624038219,0.0742408261,0.0996909812,0.0294913780,0.1354981065,0.1345921606,0.1174822822,0.2466004640
img_01249.jpg,0.4593966305,0.0677646324,0.0064899209,0.0163270608,0.0538742580,0.2893124521,0.0029191000,0.1039159819
img_02540.jpg,0.1511786580,0.0533245243,0.0837055445,0.0382368714,0.0740326345,0.1841908544,0.0671603158,0.3481706083
img_00718.jpg,0.2909316719,0.0556579717,0.0204116926,0.0496514700,0.0347965620,0.3384480774,0.0151448967,0.1949576885
img_07147.jpg,0.0223569442,0.0065035452,0.0017968128,0.0032721628,0.9193090796,0.0357271470,0.0019258308,0.0091084754
img_02546.jpg,0.3093766868,0.0385028981,0.0379874595,0.0174773261,0.3112571537,0.1803567261,0.0111072576,0.0939345285
img_07563.jpg,0.3303761184,0.1002539173,0.0653795600,0.0165653806,0.1578732580,0.0869500414,0.1098121777,0.1327896118
img_05139.jpg,0.1931507140,0.0636290386,0.0757976696,0.0069028549,0.0716098472,0.0228398964,0.0049141087,0.5611558557
img_00550.jpg,0.2148437351,0.0601673126,0.0374595188,0.0135288173,0.0662212744,0.2088511437,0.0217679963,0.3771601617
img_06892.jpg,0.6841359138,0.0379549824,0.0106136398,0.0151012475,0.0146726146,0.1573040336,0.0073181619,0.0728993937
img_05794.jpg,0.6616129875,0.1994858831,0.0028748515,0.0149083948,0.0313160382,0.0578387491,0.0091150710,0.0228479933
img_07583.jpg,0.3753152192,0.2556849420,0.0258190203,0.0401705168,0.1708223671,0.0390930325,0.0173756201,0.0757192448
img_04879.jpg,0.2169976681,0.0568421483,0.0530906655,0.0199859012,0.0554714315,0.1318800449,0.0745942816,0.3911378384
img_04712.jpg,0.3002094030,0.0441542454,0.0408752076,0.0122777065,0.0321011879,0.0627957061,0.0090820389,0.4985044897
img_07051.jpg,0.4675209522,0.1612941176,0.0136951730,0.0268023927,0.0561031066,0.0704717711,0.0436778478,0.1604346186
img_05805.jpg,0.7193205357,0.0998135880,0.0022544640,0.0156128621,0.0160979014,0.0717785284,0.0065430324,0.0685790852
img_03967.jpg,0.7728293538,0.0573030710,0.0021533556,0.0028600523,0.0204439890,0.1128577515,0.0039879275,0.0275645554
img_03504.jpg,0.3278943002,0.2420016676,0.0028783611,0.0071498654,0.0485957302,0.3108970821,0.0090383599,0.0515445732
img_05438.jpg,0.3624250889,0.1831341833,0.0058698948,0.0113040088,0.0925806239,0.2665903866,0.0081133395,0.0699824318
img_06038.jpg,0.0754714832,0.0381656885,0.0628051683,0.0051682298,0.0195517261,0.0136757642,0.0128501775,0.7723116875
img_01853.jpg,0.3193366528,0.0843204185,0.0112221399,0.0315345712,0.0351188816,0.0405539386,0.0775435045,0.4003698826
img_07659.jpg,0.2130519003,0.0913637653,0.0203669742,0.0335470103,0.0474389456,0.1316615939,0.2453627437,0.2172070891
img_03871.jpg,0.6914156079,0.0250728596,0.0172073375,0.0087890839,0.0341028534,0.0333869793,0.0121171027,0.1779081672
img_03229.jpg,0.2249948978,0.0343176611,0.0057996865,0.0168903489,0.0103520518,0.0805531666,0.3683477640,0.2587443888
img_06349.jpg,0.0160493758,0.0055268682,0.0024958288,0.0032654300,0.9402511716,0.0241016522,0.0027815150,0.0055282521
img_05915.jpg,0.1278270930,0.0949543118,0.0954021141,0.0054725339,0.0263049956,0.0134475948,0.0142458333,0.6223455071
img_02560.jpg,0.4825461805,0.1117348596,0.0138806840,0.0152264396,0.1413477659,0.1269448549,0.0177564565,0.0905627534
img_06065.jpg,0.2550328076,0.0451676808,0.0275193769,0.0046421741,0.0296459794,0.0793547556,0.1510253102,0.4076118469
